IMAGE,MEDICINE_NAME,GENERIC_NAME
2820.png,Rozith,Azithromycin Dihydrate
2821.png,Rozith,Azithromycin Dihydrate
2822.png,Rozith,Azithromycin Dihydrate
2823.png,Rozith,Azithromycin Dihydrate
2824.png,Rozith,Azithromycin Dihydrate
2825.png,Rozith,Azithromycin Dihydrate
2826.png,Rozith,Azithromycin Dihydrate
2827.png,Rozith,Azithromycin Dihydrate
2828.png,Rozith,Azithromycin Dihydrate
2829.png,Rozith,Azithromycin Dihydrate
2830.png,Rozith,Azithromycin Dihydrate
2831.png,Rozith,Azithromycin Dihydrate
2832.png,Rozith,Azithromycin Dihydrate
2833.png,Rozith,Azithromycin Dihydrate
2834.png,Rozith,Azithromycin Dihydrate
2835.png,Rozith,Azithromycin Dihydrate
2836.png,Rozith,Azithromycin Dihydrate
2837.png,Rozith,Azithromycin Dihydrate
2838.png,Rozith,Azithromycin Dihydrate
2839.png,Rozith,Azithromycin Dihydrate
2840.png,Sergel,Esomeprazole
2841.png,Sergel,Esomeprazole
2842.png,Sergel,Esomeprazole
2843.png,Sergel,Esomeprazole
2844.png,Sergel,Esomeprazole
2845.png,Sergel,Esomeprazole
2846.png,Sergel,Esomeprazole
2847.png,Sergel,Esomeprazole
2848.png,Sergel,Esomeprazole
2849.png,Sergel,Esomeprazole
2850.png,Sergel,Esomeprazole
2851.png,Sergel,Esomeprazole
2852.png,Sergel,Esomeprazole
2853.png,Sergel,Esomeprazole
2854.png,Sergel,Esomeprazole
2855.png,Sergel,Esomeprazole
2856.png,Sergel,Esomeprazole
2857.png,Sergel,Esomeprazole
2858.png,Sergel,Esomeprazole
2859.png,Sergel,Esomeprazole
2860.png,Sergel,Esomeprazole
2861.png,Sergel,Esomeprazole
2862.png,Sergel,Esomeprazole
2863.png,Sergel,Esomeprazole
2864.png,Sergel,Esomeprazole
2865.png,Sergel,Esomeprazole
2866.png,Sergel,Esomeprazole
2867.png,Sergel,Esomeprazole
2868.png,Sergel,Esomeprazole
2869.png,Sergel,Esomeprazole
2870.png,Sergel,Esomeprazole
2871.png,Sergel,Esomeprazole
2872.png,Sergel,Esomeprazole
2873.png,Sergel,Esomeprazole
2874.png,Sergel,Esomeprazole
2875.png,Sergel,Esomeprazole
2876.png,Sergel,Esomeprazole
2877.png,Sergel,Esomeprazole
2878.png,Sergel,Esomeprazole
2879.png,Sergel,Esomeprazole
2880.png,Tamen,Paracetamol
2881.png,Tamen,Paracetamol
2882.png,Tamen,Paracetamol
2883.png,Tamen,Paracetamol
2884.png,Tamen,Paracetamol
2885.png,Tamen,Paracetamol
2886.png,Tamen,Paracetamol
2887.png,Tamen,Paracetamol
2888.png,Tamen,Paracetamol
2889.png,Tamen,Paracetamol
2890.png,Tamen,Paracetamol
2891.png,Tamen,Paracetamol
2892.png,Tamen,Paracetamol
2893.png,Tamen,Paracetamol
2894.png,Tamen,Paracetamol
2895.png,Tamen,Paracetamol
2896.png,Tamen,Paracetamol
2897.png,Tamen,Paracetamol
2898.png,Tamen,Paracetamol
2899.png,Tamen,Paracetamol
2900.png,Tamen,Paracetamol
2901.png,Tamen,Paracetamol
2902.png,Tamen,Paracetamol
2903.png,Tamen,Paracetamol
2904.png,Tamen,Paracetamol
2905.png,Tamen,Paracetamol
2906.png,Tamen,Paracetamol
2907.png,Tamen,Paracetamol
2908.png,Tamen,Paracetamol
2909.png,Tamen,Paracetamol
2910.png,Tamen,Paracetamol
2911.png,Tamen,Paracetamol
2912.png,Tamen,Paracetamol
2913.png,Tamen,Paracetamol
2914.png,Tamen,Paracetamol
2915.png,Tamen,Paracetamol
2916.png,Tamen,Paracetamol
2917.png,Tamen,Paracetamol
2918.png,Tamen,Paracetamol
2919.png,Tamen,Paracetamol
2920.png,Telfast,Fexofenadine Hydrochloride
2921.png,Telfast,Fexofenadine Hydrochloride
2922.png,Telfast,Fexofenadine Hydrochloride
2923.png,Telfast,Fexofenadine Hydrochloride
2924.png,Telfast,Fexofenadine Hydrochloride
2925.png,Telfast,Fexofenadine Hydrochloride
2926.png,Telfast,Fexofenadine Hydrochloride
2927.png,Telfast,Fexofenadine Hydrochloride
2928.png,Telfast,Fexofenadine Hydrochloride
2929.png,Telfast,Fexofenadine Hydrochloride
2930.png,Telfast,Fexofenadine Hydrochloride
2931.png,Telfast,Fexofenadine Hydrochloride
2932.png,Telfast,Fexofenadine Hydrochloride
2933.png,Telfast,Fexofenadine Hydrochloride
2934.png,Telfast,Fexofenadine Hydrochloride
2935.png,Telfast,Fexofenadine Hydrochloride
2936.png,Telfast,Fexofenadine Hydrochloride
2937.png,Telfast,Fexofenadine Hydrochloride
2938.png,Telfast,Fexofenadine Hydrochloride
2939.png,Telfast,Fexofenadine Hydrochloride
2940.png,Telfast,Fexofenadine Hydrochloride
2941.png,Telfast,Fexofenadine Hydrochloride
2942.png,Telfast,Fexofenadine Hydrochloride
2943.png,Telfast,Fexofenadine Hydrochloride
2944.png,Telfast,Fexofenadine Hydrochloride
2945.png,Telfast,Fexofenadine Hydrochloride
2946.png,Telfast,Fexofenadine Hydrochloride
2947.png,Telfast,Fexofenadine Hydrochloride
2948.png,Telfast,Fexofenadine Hydrochloride
2949.png,Telfast,Fexofenadine Hydrochloride
2950.png,Telfast,Fexofenadine Hydrochloride
2951.png,Telfast,Fexofenadine Hydrochloride
2952.png,Telfast,Fexofenadine Hydrochloride
2953.png,Telfast,Fexofenadine Hydrochloride
2954.png,Telfast,Fexofenadine Hydrochloride
2955.png,Telfast,Fexofenadine Hydrochloride
2956.png,Telfast,Fexofenadine Hydrochloride
2957.png,Telfast,Fexofenadine Hydrochloride
2958.png,Telfast,Fexofenadine Hydrochloride
2959.png,Telfast,Fexofenadine Hydrochloride
2960.png,Tridosil,Azithromycin Dihydrate
2961.png,Tridosil,Azithromycin Dihydrate
2962.png,Tridosil,Azithromycin Dihydrate
2963.png,Tridosil,Azithromycin Dihydrate
2964.png,Tridosil,Azithromycin Dihydrate
2965.png,Tridosil,Azithromycin Dihydrate
2966.png,Tridosil,Azithromycin Dihydrate
2967.png,Tridosil,Azithromycin Dihydrate
2968.png,Tridosil,Azithromycin Dihydrate
2969.png,Tridosil,Azithromycin Dihydrate
2970.png,Tridosil,Azithromycin Dihydrate
2971.png,Tridosil,Azithromycin Dihydrate
2972.png,Tridosil,Azithromycin Dihydrate
2973.png,Tridosil,Azithromycin Dihydrate
2974.png,Tridosil,Azithromycin Dihydrate
2975.png,Tridosil,Azithromycin Dihydrate
2976.png,Tridosil,Azithromycin Dihydrate
2977.png,Tridosil,Azithromycin Dihydrate
2978.png,Tridosil,Azithromycin Dihydrate
2979.png,Tridosil,Azithromycin Dihydrate
2980.png,Tridosil,Azithromycin Dihydrate
2981.png,Tridosil,Azithromycin Dihydrate
2982.png,Tridosil,Azithromycin Dihydrate
2983.png,Tridosil,Azithromycin Dihydrate
2984.png,Tridosil,Azithromycin Dihydrate
2985.png,Tridosil,Azithromycin Dihydrate
2986.png,Tridosil,Azithromycin Dihydrate
2987.png,Tridosil,Azithromycin Dihydrate
2988.png,Tridosil,Azithromycin Dihydrate
2989.png,Tridosil,Azithromycin Dihydrate
2990.png,Tridosil,Azithromycin Dihydrate
2991.png,Tridosil,Azithromycin Dihydrate
2992.png,Tridosil,Azithromycin Dihydrate
2993.png,Tridosil,Azithromycin Dihydrate
2994.png,Tridosil,Azithromycin Dihydrate
2995.png,Tridosil,Azithromycin Dihydrate
2996.png,Tridosil,Azithromycin Dihydrate
2997.png,Tridosil,Azithromycin Dihydrate
2998.png,Tridosil,Azithromycin Dihydrate
2999.png,Tridosil,Azithromycin Dihydrate
3000.png,Trilock,Montelukast Sodium
3001.png,Trilock,Montelukast Sodium
3002.png,Trilock,Montelukast Sodium
3003.png,Trilock,Montelukast Sodium
3004.png,Trilock,Montelukast Sodium
3005.png,Trilock,Montelukast Sodium
3006.png,Trilock,Montelukast Sodium
3007.png,Trilock,Montelukast Sodium
3008.png,Trilock,Montelukast Sodium
3009.png,Trilock,Montelukast Sodium
3010.png,Trilock,Montelukast Sodium
3011.png,Trilock,Montelukast Sodium
3012.png,Trilock,Montelukast Sodium
3013.png,Trilock,Montelukast Sodium
3014.png,Trilock,Montelukast Sodium
3015.png,Trilock,Montelukast Sodium
3016.png,Trilock,Montelukast Sodium
3017.png,Trilock,Montelukast Sodium
3018.png,Trilock,Montelukast Sodium
3019.png,Trilock,Montelukast Sodium
3020.png,Trilock,Montelukast Sodium
3021.png,Trilock,Montelukast Sodium
3022.png,Trilock,Montelukast Sodium
3023.png,Trilock,Montelukast Sodium
3024.png,Trilock,Montelukast Sodium
3025.png,Trilock,Montelukast Sodium
3026.png,Trilock,Montelukast Sodium
3027.png,Trilock,Montelukast Sodium
3028.png,Trilock,Montelukast Sodium
3029.png,Trilock,Montelukast Sodium
3030.png,Trilock,Montelukast Sodium
3031.png,Trilock,Montelukast Sodium
3032.png,Trilock,Montelukast Sodium
3033.png,Trilock,Montelukast Sodium
3034.png,Trilock,Montelukast Sodium
3035.png,Trilock,Montelukast Sodium
3036.png,Trilock,Montelukast Sodium
3037.png,Trilock,Montelukast Sodium
3038.png,Trilock,Montelukast Sodium
3039.png,Trilock,Montelukast Sodium
3040.png,Vifas,Fexofenadine Hydrochloride
3041.png,Vifas,Fexofenadine Hydrochloride
3042.png,Vifas,Fexofenadine Hydrochloride
3043.png,Vifas,Fexofenadine Hydrochloride
3044.png,Vifas,Fexofenadine Hydrochloride
3045.png,Vifas,Fexofenadine Hydrochloride
3046.png,Vifas,Fexofenadine Hydrochloride
3047.png,Vifas,Fexofenadine Hydrochloride
3048.png,Vifas,Fexofenadine Hydrochloride
3049.png,Vifas,Fexofenadine Hydrochloride
3050.png,Vifas,Fexofenadine Hydrochloride
3051.png,Vifas,Fexofenadine Hydrochloride
3052.png,Vifas,Fexofenadine Hydrochloride
3053.png,Vifas,Fexofenadine Hydrochloride
3054.png,Vifas,Fexofenadine Hydrochloride
3055.png,Vifas,Fexofenadine Hydrochloride
3056.png,Vifas,Fexofenadine Hydrochloride
3057.png,Vifas,Fexofenadine Hydrochloride
3058.png,Vifas,Fexofenadine Hydrochloride
3059.png,Vifas,Fexofenadine Hydrochloride
3060.png,Vifas,Fexofenadine Hydrochloride
3061.png,Vifas,Fexofenadine Hydrochloride
3062.png,Vifas,Fexofenadine Hydrochloride
3063.png,Vifas,Fexofenadine Hydrochloride
3064.png,Vifas,Fexofenadine Hydrochloride
3065.png,Vifas,Fexofenadine Hydrochloride
3066.png,Vifas,Fexofenadine Hydrochloride
3067.png,Vifas,Fexofenadine Hydrochloride
3068.png,Vifas,Fexofenadine Hydrochloride
3069.png,Vifas,Fexofenadine Hydrochloride
3070.png,Vifas,Fexofenadine Hydrochloride
3071.png,Vifas,Fexofenadine Hydrochloride
3072.png,Vifas,Fexofenadine Hydrochloride
3073.png,Vifas,Fexofenadine Hydrochloride
3074.png,Vifas,Fexofenadine Hydrochloride
3075.png,Vifas,Fexofenadine Hydrochloride
3076.png,Vifas,Fexofenadine Hydrochloride
3077.png,Vifas,Fexofenadine Hydrochloride
3078.png,Vifas,Fexofenadine Hydrochloride
3079.png,Vifas,Fexofenadine Hydrochloride
3080.png,Zithrin,Azithromycin Dihydrate
3081.png,Zithrin,Azithromycin Dihydrate
3082.png,Zithrin,Azithromycin Dihydrate
3083.png,Zithrin,Azithromycin Dihydrate
3084.png,Zithrin,Azithromycin Dihydrate
3085.png,Zithrin,Azithromycin Dihydrate
3086.png,Zithrin,Azithromycin Dihydrate
3087.png,Zithrin,Azithromycin Dihydrate
3088.png,Zithrin,Azithromycin Dihydrate
3089.png,Zithrin,Azithromycin Dihydrate
3090.png,Zithrin,Azithromycin Dihydrate
3091.png,Zithrin,Azithromycin Dihydrate
3092.png,Zithrin,Azithromycin Dihydrate
3093.png,Zithrin,Azithromycin Dihydrate
3094.png,Zithrin,Azithromycin Dihydrate
3095.png,Zithrin,Azithromycin Dihydrate
3096.png,Zithrin,Azithromycin Dihydrate
3097.png,Zithrin,Azithromycin Dihydrate
3098.png,Zithrin,Azithromycin Dihydrate
3099.png,Zithrin,Azithromycin Dihydrate
3100.png,Zithrin,Azithromycin Dihydrate
3101.png,Zithrin,Azithromycin Dihydrate
3102.png,Zithrin,Azithromycin Dihydrate
3103.png,Zithrin,Azithromycin Dihydrate
3104.png,Zithrin,Azithromycin Dihydrate
3105.png,Zithrin,Azithromycin Dihydrate
3106.png,Zithrin,Azithromycin Dihydrate
3107.png,Zithrin,Azithromycin Dihydrate
3108.png,Zithrin,Azithromycin Dihydrate
3109.png,Zithrin,Azithromycin Dihydrate
3110.png,Zithrin,Azithromycin Dihydrate
3111.png,Zithrin,Azithromycin Dihydrate
3112.png,Zithrin,Azithromycin Dihydrate
3113.png,Zithrin,Azithromycin Dihydrate
3114.png,Zithrin,Azithromycin Dihydrate
3115.png,Zithrin,Azithromycin Dihydrate
3116.png,Zithrin,Azithromycin Dihydrate
3117.png,Zithrin,Azithromycin Dihydrate
3118.png,Zithrin,Azithromycin Dihydrate
3119.png,Zithrin,Azithromycin Dihydrate
